"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"4581.14",12757,"Iron",3.3,"Found",1904,-40.73333,146.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"5312.14",18001,"L4",1000,"Found",1916,26.68333,-80.8,"L","Chondrite","Stony","Ordinary","L","0",1
"4854",16707,"H",100.7,"Fell",1898,61.73333,5.93333,"H","Chondrite","Stony","Ordinary","H","8",0.0565394577591197
"4039.2",11890,"Iron, IVB",6e+07,"Found",1920,-19.58333,17.91667,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"6666.13",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",1
"6748.1",24141,"Iron, IAB-MG",11800,"Found",1921,-29.75,22.5,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"4530.6",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"6822",24212,"Iron, IVB",56930,"Found",1963,-26.28333,126.66667,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4017.11",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4017.12",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4388.10",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"5379.15",18082,"H5",682,"Fell",1949,21.3,-157.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4651.10",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"5534.5",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5410.18",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4860.14",16713,"CV3",4500,"Fell",1908,-39.63333,174.4,"CV","Chondrite","Stony","Carbonaceous","CV-CK","0",1
"6754.2",24146,"Stone-uncl",367,"Fell",1495,44.06667,12.1,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"5367.1",18068,"L6",3400,"Fell",1881,21.05,-99.3,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"9415.2",56143,"H5",92750,"Found",1979,51.14967,-1.81,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4308.1",12197,"L6",10400,"Found",1937,37.55,-101.68333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5353",18051,"L",540,"Found",1969,28.29583,0.025,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"9705",56577,"Iron, IAB-MG",1e+05,"Found",1980,39.45889,-4.3775,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"4388.11",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"4031.10",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"44",45,"H6",36,"Found",1989,27.6,4.3,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4905",16761,"Chondrite-ung",304,"Found",1972,-31.2,138.3,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"3219.11",7736,"L3-6",1900,"Fell",1951,42.45833,18.44167,"L","Chondrite","Stony","Ordinary","L","0",1
"5325.1",18016,"H3.5",953,"Found",1948,34.16722,-102.13361,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6874",24254,"H5",221,"Found",1937,42.03333,-101.5,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4821.10",16633,"Iron",34,"Found",1960,44.75,-79.88333,"Iron","Achondrite","Iron",NA,NA,"0",1
"5008.19",16907,"H6",529,"Fell",1984,32.11667,121.8,"H","Chondrite","Stony","Ordinary","H","0",1
"9672.2",56508,"L4",367,"Found",1979,19.83028,56.4375,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"6406.12",23720,"H3.6",430,"Found",1983,-21.19222,55.68639,"H","Chondrite","Stony","Ordinary","H","0",1
"6764.11",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"6424.15",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"3529.13",10938,"Ureilite",2700,"Found",1868,26.16667,90.6,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"0",1
"4059",11913,"L6",180,"Fell",1956,35.66667,115.5,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"9.17",10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9,"Acapulcoite","Achondrite","Stony","Primitive",NA,"0",1
"5410.19",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"5534.6",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5705",22674,"L5",450,"Found",1982,34.11667,-103.56667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3233.9",7752,"L6",577,"Fell",1853,-4,39.5,"L","Chondrite","Stony","Ordinary","L","0",1
"3460.9",10834,"Iron",367,"Found",1979,26,119,"Iron","Achondrite","Iron",NA,NA,"0",1
"3327.16",10035,"Iron, ungrouped",19000,"Found",1940,53.1,7.2,"Iron","Achondrite","Iron",NA,NA,"0",1
"4305.2",12174,"Iron, IIIAB",42600,"Found",1884,35.76667,-91.5,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4017.13",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4569.1",12743,"L6",800,"Fell",1938,52.45,51.56667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3231.1",7749,"Stone-uncl",367,"Fell",1976,43.33333,128.25,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"5419.1",18179,"L6",367,"Fell",1989,11.33367,-3.54217,"L","Chondrite","Stony","Ordinary","L","16",0.0108167525185493
"5632.18",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"4959",16855,"H5",9.2,"Found",1975,-30.75833,127.525,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"1058",5458,"Iron, ungrouped",5560,"Found",1888,-33.85,148.68333,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"596.17",4944,"OC",367,"Fell",1704,41.36667,2.16667,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"4855",16708,"Eucrite-cm",3416,"Found",1940,-35.95,144.51667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"3970",11818,"H3",2860,"Found",1971,35.68,-101.99333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5632.19",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"63",65,"H5",1338,"Found",1989,27.5,3.98333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4563.1",12736,"L6",367,"Found",1977,-29.75,116.43333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"930.13",5323,"H5",27900,"Found",1964,31.33333,121.66667,"H","Chondrite","Stony","Ordinary","H","0",1
"5294.9",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5302.10",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"5044.2",16949,"Iron, IIE-an",250000,"Found",1846,54.23333,35.15,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4395",12294,"L6",450,"Fell",1860,26.95,77.88333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6227",23510,"Pallasite, PMG",323300,"Found",1967,62.9,152.43333,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"8",0.0565394577591197
"4530.7",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"5872.23",23128,"H6",56,"Fell",1973,33.48472,-117.6625,"H","Chondrite","Stony","Ordinary","H","0",1
"4638",14694,"L6",564000,"Found",1891,39.93333,-99.6,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5379.16",18082,"H5",682,"Fell",1949,21.3,-157.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"876.10",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"6802.1",24191,"L6",20000,"Fell",1831,46.63333,0.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"2182.10",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"4915.2",16781,"L5",850,"Found",1972,-28.83333,122.18333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6765.4",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4045",11896,"Iron, IIAB",12200,"Found",1887,34.36667,-85.43333,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"6974.1",30388,"H5",463,"Fell",1963,47.5,83,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"476",2291,"L6",4532,"Found",1934,35.16667,-97.88333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5289.1",17972,"Iron, IIIF",111000,"Found",1926,42.33333,-113.7,"Iron IIIF","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"1089.1",5493,"H5",46500,"Found",1936,29.01667,-97.28333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5299.17",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"3335.16",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"4356.1",12251,"Howardite",11355,"Fell",1942,4.7,33.63333,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"5829.2",23081,"L6",360,"Fell",1883,44.75,0.05,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5658.10",22613,"H5",103.3,"Found",1960,50.94,-96.99167,"H","Chondrite","Stony","Ordinary","H","0",1
"4474",12375,"Iron, IIC",53500,"Found",1937,-24.91667,119.41667,"Iron IIC","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"5312.15",18001,"L4",1000,"Found",1916,26.68333,-80.8,"L","Chondrite","Stony","Ordinary","L","0",1
"5274",17940,"H5",102,"Found",1973,-21.86667,120.11667,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"5524.1",18894,"Iron, IIIAB",30790,"Found",1904,27.86667,-101.5,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5658.11",22613,"H5",103.3,"Found",1960,50.94,-96.99167,"H","Chondrite","Stony","Ordinary","H","0",1
"4182.1",12045,"Iron, IVB",12500,"Found",1871,-20.18333,-69.73333,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","13",0.0166285644122995
"2182.11",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"5909.12",23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"989.1",5390,"L6",429,"Found",1970,-26.66667,120.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5431",18791,"OC",591,"Found",1966,33.73,-102.57667,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"4134.2",11988,"H4",14500,"Found",1910,41.18333,-103,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6826.1",24217,"Iron, ungrouped",5750,"Found",1927,39.7,-103.16667,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"9701.14",56566,"Iron, IAB-ung",732,"Found",1979,42.318,-90.221,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4975.2",16871,"Howardite",60,"Found",1989,-30.83333,127.5,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","14",0.0286088486882495
"5464.1",18826,"Iron, IAB-sLL",3600,"Found",1931,44.21667,-89.1,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"3312.1",10017,"H5",573,"Found",1936,37.01667,-101.88333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"749.9",5121,"L3",5460,"Fell",1969,54.56667,-6.33333,"L","Chondrite","Stony","Ordinary","L","0",1
"7945.15",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",1
"4812.8",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"5430.12",18789,"Iron, IAB complex",72.54,"Found",1984,48.85,-64.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"3202",7717,"Iron, IIF",12600,"Found",1910,53.33333,70.06667,"Iron IIF","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"6696.17",24087,"L6",236,"Found",1920,44.01667,28.63333,"L","Chondrite","Stony","Ordinary","L","0",1
"4926.1",16821,"Howardite",513,"Found",1950,-30.08333,130.03333,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"5312.16",18001,"L4",1000,"Found",1916,26.68333,-80.8,"L","Chondrite","Stony","Ordinary","L","0",1
"6308",23592,"Iron, IVA",63500,"Found",1919,32.5,-115.5,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4689.16",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"6764.12",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"780.1",5154,"Iron, IID",1626,"Found",1960,33.21667,-102.18333,"Iron IID","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"6761.12",24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5583.2",22401,"L6",230,"Found",1948,39.78333,-100,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"9415.3",56143,"H5",92750,"Found",1979,51.14967,-1.81,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6944",30356,"Iron, IIIAB",1500,"Found",1908,-29.45,121.21667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"6408",23723,"Pallasite",679.5,"Found",1900,40.6,-103.18333,"Ungrouped","Achondrite","Stony-Iron","Pallasite",NA,"2",0.064345060252235
"4860.15",16713,"CV3",4500,"Fell",1908,-39.63333,174.4,"CV","Chondrite","Stony","Carbonaceous","CV-CK","0",1
"5310.1",17999,"Iron, IIAB",6580,"Found",1926,-21.98333,16.93333,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"1020",5416,"H6",304.3,"Found",1972,-31.2,138.3,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3176.3",7645,"H3.7",2e+05,"Found",1942,34.58333,-102.16667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"9599.1",56435,"H5",859,"Found",1979,19.68722,55.68306,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"4413.2",12313,"L5",17.3,"Found",1973,-30.46667,125.7,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"1051",5451,"H5",1200,"Fell",1844,21.16667,-100.86667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4340.13",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"6423",23738,"L6",260000,"Fell",1986,31.61667,113.46667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"983.13",5382,"H3.5",277,"Found",1986,11.7,-137.8,"H","Chondrite","Stony","Ordinary","H","0",1
"5577.10",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"4173",12032,"H6",15000,"Found",1887,-38.33333,-60.88333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"596.18",4944,"OC",367,"Fell",1704,41.36667,2.16667,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"5430.13",18789,"Iron, IAB complex",72.54,"Found",1984,48.85,-64.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"3460.10",10834,"Iron",367,"Found",1979,26,119,"Iron","Achondrite","Iron",NA,NA,"0",1
"529.1",2341,"L6",20810,"Found",1914,-29.06667,139.91667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6308.1",23592,"Iron, IVA",63500,"Found",1919,32.5,-115.5,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4689.17",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"3461.13",10835,"Iron",7.3,"Found",1849,32.7,128.85,"Iron","Achondrite","Iron",NA,NA,"0",1
"5020.14",16919,"LL6",375,"Found",1907,59.18333,12.21667,"LL","Chondrite","Stony","Ordinary","LL","0",1
"5898.1",23176,"L4",2e+05,"Fell",1918,52.55,46.55,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6751.22",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"6227.1",23510,"Pallasite, PMG",323300,"Found",1967,62.9,152.43333,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"8",0.0565394577591197
"4543.2",12449,"H4",1238,"Found",1970,34.53333,-101.7,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5379.17",18082,"H5",682,"Fell",1949,21.3,-157.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"5410.20",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4418",12318,"Iron, ungrouped",12900,"Found",1891,32.9,-107.73333,"Iron","Achondrite","Iron",NA,NA,"13",0.0166285644122995
"4051.14",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"522",2334,"Iron, IID-an",18100,"Found",1908,-23.33333,134.66667,"Iron IID","Achondrite","Iron","Magmatic","Siderite","13",0.0166285644122995
"6489.1",23810,"H4/5",102,"Found",1989,25.33333,0.46667,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3245",7768,"L6",12000,"Found",1955,34.28333,-101.83333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3335.17",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"5577.11",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"6716.2",24108,"L",76.5,"Fell",1926,46.93333,7.21667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6696.18",24087,"L6",236,"Found",1920,44.01667,28.63333,"L","Chondrite","Stony","Ordinary","L","0",1
"6765.5",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"3239.11",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"7946.11",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"5577.12",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"700",5070,"L6",1896.4,"Found",1974,52.77,-106.89667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"459.20",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"6758.8",24150,"L6",4000,"Found",1962,61.05,26.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"4031.11",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"6764.13",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"5713",22682,"Ureilite",22.3,"Found",1984,33.8,-103.25,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"2",0.064345060252235
"3335.18",10044,"L5",20000,"Fell",1889,1.16667,44.16667,"L","Chondrite","Stony","Ordinary","L","0",1
"995.16",5396,"Pallasite, PES",320,"Found",1921,55.18333,-162.55,"Eagle Station Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"3287",7812,"LL4",276,"Found",1950,31.78333,-106.23333,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"389.1",397,"Iron, IIIAB",49000,"Found",1938,-28.91667,-66.95,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3596",11441,"Iron, ungrouped",309000,"Found",1907,38.76667,-105.51667,"Iron","Achondrite","Iron",NA,NA,"13",0.0166285644122995
"5299.18",17986,"H4",1926,"Found",1960,46.5,30.76667,"H","Chondrite","Stony","Ordinary","H","0",1
"4821.11",16633,"Iron",34,"Found",1960,44.75,-79.88333,"Iron","Achondrite","Iron",NA,NA,"0",1
"3552.11",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"4778.1",15459,"L6",3602,"Found",1965,40.02,-100.78333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6751.23",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"6682.2",24071,"Stone-uncl",367,"Fell",1944,30,90.75,"Stony",NA,"Stony",NA,NA,"8",0.0565394577591197
"5894",23171,"H4",927,"Fell",1962,-20.81,-49.38056,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5604",22557,"L6",66.5,"Found",1974,-30.06667,128.96667,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5500",18865,"Winonaite",157,"Fell",1931,53.03639,-4.31944,"Winonaite","Achondrite","Stony","Primitive",NA,"2",0.064345060252235
"514",2333,"Iron, IIE-an",8940,"Found",1894,44.6,-94.1,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"4068.2",11922,"Pallasite, PMG-an",2300000,"Found",1924,-22.36667,135.76667,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"2",0.064345060252235
"3310.1",10015,"OC",537.8,"Found",1968,33.91667,-103.51833,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"973.12",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"2182.12",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"2204",6643,"Iron",76,"Found",1865,36.91667,3.91667,"Iron","Achondrite","Iron",NA,NA,"1",0.0294975764627465
"665",5032,"H",13.9,"Fell",1859,42.53333,-73.83333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4612.2",14654,"L6",4500,"Found",1937,39.36667,-103.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3502",10907,"Iron",367,"Found",1911,29.31667,31.28333,"Iron","Achondrite","Iron",NA,NA,"14",0.0286088486882495
"2195.12",6634,"L6",28,"Fell",1829,40.25,-74,"L","Chondrite","Stony","Ordinary","L","0",1
"459.21",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4767.8",15447,"L6",220,"Fell",1801,-20,57,"L","Chondrite","Stony","Ordinary","L","0",1
"5577.13",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"5800.1",22769,"H4",7166,"Found",1939,30.06667,-96.7,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3552.12",11179,"H6",40,"Found",1936,66,-120,"H","Chondrite","Stony","Ordinary","H","0",1
"4017.14",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"6736.8",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"5539.1",22357,"H6",7000,"Fell",1925,-30.11667,28.7,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4724",15396,"Iron, IIIAB",992,"Found",1939,63.33333,148.16667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","6",0.0228321181540189
"3482",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5382",18085,"L4",25000,"Found",1986,-23.2,-70.43333,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"5741",22710,"H5",7.9,"Found",1971,34.3,-103.43333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"529.2",2341,"L6",20810,"Found",1914,-29.06667,139.91667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5837.1",23089,"H4",1000,"Fell",1950,38.7,-90.23333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"3252",7776,"H4",3336,"Fell",1939,56.03333,13,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5424",18783,"L6",11500,"Found",1937,40.95,-103.08333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5577.14",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"4216.12",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"3622.10",11467,"OC",1320,"Fell",1930,35,127.5,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"5085.15",16990,"L4",283.5,"Found",1962,-37.31667,139.85,"L","Chondrite","Stony","Ordinary","L","0",1
"4647",14703,"H",1600,"Found",1964,32.99167,-102.38833,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4949.9",16844,"L6",4610,"Found",1880,-34.1,18.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"4451.14",12351,"EH3",334,"Found",1905,-13.01667,34.2,"EH","Chondrite","Stony","Enstatite","EH-EL","0",1
"6424.16",23739,"H4/5",48000,"Found",1987,46.4,30.8,"H","Chondrite","Stony","Ordinary","H","0",1
"792.11",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"6341",23628,"Iron",39.5,"Found",1966,-30.48333,126.25,"Iron","Achondrite","Iron",NA,NA,"14",0.0286088486882495
"3233.10",7752,"L6",577,"Fell",1853,-4,39.5,"L","Chondrite","Stony","Ordinary","L","0",1
"2210.1",6650,"H3.8",243.5,"Found",1976,39.06667,58.86667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6926",24342,"Stone-uncl",367,"Fell",1931,35.13333,113.33333,"Stony",NA,"Stony",NA,NA,"1",0.0294975764627465
"4780.1",15461,"H4",11800,"Found",1989,32.925,-102.625,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
